,brandnm,goodsnm,USER,reg_date,order_date,p_type,sub_type,app_yn,days,day_type,month,How_long
233,Yves Saint Laurent,chevron quilting cross bag black,a110269,2018-10-19,2021-01-25,7days,BA,Y,월요일,주중,01,829
234,Burberry,button Quilting pattern padding-outer beige,a167357,2019-12-20,2021-01-25,7days,O,Y,월요일,주중,01,402
235,Prada,gold logo crossbody bag hotpink,a168919,2019-12-28,2021-01-25,7days,BA,Y,월요일,주중,01,394
236,Fayewoo,see-through lace detail tunic dress black,a1144380,2021-01-25,2021-01-25,4days,D,Y,월요일,주중,01,0
237,Eight Slate,basic pattern unbalance skirt skyblue,a185351,2020-02-29,2021-01-25,4days,B,Y,월요일,주중,01,331
238,ACNE STUDIOS,belt basic pattern coat pink,a1144378,2021-01-25,2021-01-25,7days,O,Y,월요일,주중,01,0
239,Gucci,sylvie mini chain ribbon bag white,a1144355,2021-01-24,2021-01-24,7days,BA,Y,일요일,휴일,01,0
240,Salvatore Ferragamo,ginny bag M black silver chain,a1144105,2021-01-22,2021-01-24,7days,BA,N,일요일,휴일,01,2
241,Cos,pocket basic pattern jump-suit brown,a1133038,2020-11-25,2021-01-24,4days,D,Y,일요일,휴일,01,60
242,Gucci,logo pointed cross bag,a1144326,2021-01-24,2021-01-24,7days,BA,Y,일요일,휴일,01,0
243,Yves Saint Laurent,belle de jour clutch black,a117125,2019-02-27,2021-01-24,7days,BA,Y,일요일,휴일,01,697
244,Yves Saint Laurent,kate small monogram bag beige,a1134516,2020-12-01,2021-01-24,7days,BA,Y,일요일,휴일,01,54
245,Gucci,vintage web GG backpack,a1144267,2021-01-24,2021-01-24,7days,BA,Y,일요일,휴일,01,0
246,Chanel,2.55 classic patent bag navy,a1137772,2020-12-18,2021-01-23,7days,BA,Y,토요일,휴일,01,36
247,Bottega Veneta,intrecciato shoulder bag purple,a1138161,2020-12-19,2021-01-23,4days,BA,Y,토요일,휴일,01,35
248,Ted Baker,lace basic pattern A-Line dress black,a1132003,2020-11-21,2021-01-23,7days,D,Y,토요일,휴일,01,63
249,Not Your Rose,ruffle flower pattern A-Line halterneck-dress yellow,a1109071,2020-07-24,2021-01-23,4days,D,Y,토요일,휴일,01,183
250,Max Mara,pocket basic pattern coat khaki,a1139929,2020-12-26,2021-01-22,4days,O,N,금요일,주중,01,27
251,Adidas X Stella Mccartney,pocket basic pattern fullzip-jacket black,a154850,2019-11-09,2021-01-22,4days,O,Y,금요일,주중,01,440
252,Yves Saint Laurent,logo clutch bag black,a1144097,2021-01-22,2021-01-22,4days,BA,Y,금요일,주중,01,0
253,Vivienne Westwood Red Label,ruffle stripe blouse,a1142610,2021-01-13,2021-01-22,7days,T,Y,금요일,주중,01,9
254,Wonder Style,fur detailed shining jacket gold,a1143701,2021-01-18,2021-01-22,4days,O,Y,금요일,주중,01,4
255,Versace,colorful pattern pointed shirt multi,a1143701,2021-01-18,2021-01-22,4days,T,Y,금요일,주중,01,4
256,Sacai,mixed pattern high neck blouse,a1143701,2021-01-18,2021-01-22,4days,T,Y,금요일,주중,01,4
257,Burberry,button basic pattern wool jacket black,a1143701,2021-01-18,2021-01-22,4days,O,Y,금요일,주중,01,4
258,Versace,pocket graphics pattern sweat-pants white,a1143701,2021-01-18,2021-01-22,4days,B,Y,금요일,주중,01,4
259,H&Moschino,pocket graphics pattern hoodie yellow,a1143701,2021-01-18,2021-01-22,4days,T,Y,금요일,주중,01,4
260,Balenciaga,printing pattern top multi,a1143701,2021-01-18,2021-01-22,4days,T,Y,금요일,주중,01,4
261,Yves Saint Laurent,monogram envelope chain cross bag,a1144045,2021-01-22,2021-01-22,4days,BA,Y,금요일,주중,01,0
262,Prada,small logo classic two way bag black,a1144011,2021-01-21,2021-01-22,4days,BA,Y,금요일,주중,01,1
263,Saint Laurent,chevron clutch black,a1144042,2021-01-22,2021-01-22,7days,BA,Y,금요일,주중,01,0
264,Saint Laurent,quilted calfskin shoulder bag,a1141954,2021-01-10,2021-01-22,4days,BA,Y,금요일,주중,01,12
265,Gucci,padlock GG canvas shoulder bag,a186345,2020-03-04,2021-01-21,7days,BA,Y,목요일,주중,01,323
266,Mixed,button basic pattern jacket black & pocket basic pattern slacks black,a121913,2019-05-05,2021-01-21,4days,TP,Y,목요일,주중,01,627
267,Louis Vuitton,alma epi pm tote bag black,a178166,2020-01-29,2021-01-21,7days,BA,Y,목요일,주중,01,358
268,Delvaux,brillant GM satchel bag,a111461,2018-11-14,2021-01-21,4days,BA,Y,목요일,주중,01,799
269,More Or Less,fur texture crop jacket purple,a175136,2020-01-18,2021-01-21,4days,O,Y,목요일,주중,01,369
270,Burberry,belt check pattern trench-coat beige,a1142838,2021-01-13,2021-01-21,7days,O,Y,목요일,주중,01,8
271,Prada,saffiano lux M gray,a1143269,2021-01-15,2021-01-21,4days,BA,Y,목요일,주중,01,6
272,Jigott,belted detail wrap dress blue,a1143322,2021-01-15,2021-01-21,4days,D,Y,목요일,주중,01,6
273,Balenciaga,ville logo bag white,a172349,2020-01-10,2021-01-21,4days,BA,Y,목요일,주중,01,377
274,Vivienne Westwood,button basic pattern shirts black,a172349,2020-01-10,2021-01-21,4days,T,Y,목요일,주중,01,377
275,Christian Dior,backless crop knit beige,a1141952,2021-01-10,2021-01-21,4days,T,Y,목요일,주중,01,11
276,Yves Saint Laurent,chevron pattern chain bag beige,a1140640,2020-12-31,2021-01-21,4days,BA,Y,목요일,주중,01,21
277,Comme des Garcons,embroidery stripe pattern shirts blue,a1143118,2021-01-14,2021-01-21,7days,T,Y,목요일,주중,01,7
278,Chanel,stripe pattern pointed cardigan multi,a1140707,2020-12-31,2021-01-21,7days,O,Y,목요일,주중,01,21
279,khrisjoy,pocket basic pattern padding-outer purple,a1121202,2020-09-24,2021-01-21,7days,O,Y,목요일,주중,01,119
280,Louis Vuitton,monogram shoulder bag black,a112106,2018-11-27,2021-01-21,7days,BA,Y,목요일,주중,01,786
281,Mixed,buckle shirt & embroidery lace skirt charcoal,a1132297,2020-11-22,2021-01-21,7days,TP,Y,목요일,주중,01,60
282,Molliolli,pocket basic pattern fur-outer black,a175862,2020-01-20,2021-01-21,7days,O,Y,목요일,주중,01,367
283,Dior,croisiere patent lady bag,a1121708,2020-09-28,2021-01-21,4days,BA,Y,목요일,주중,01,115
284,Mixed,button tweed pattern doublebreasted-coat multi & tweed pattern skirt multi,a1127979,2020-10-31,2021-01-21,7days,TP,Y,목요일,주중,01,82
285,Gucci,dionysus cross bag black,a140509,2019-09-15,2021-01-21,4days,BA,Y,목요일,주중,01,494
286,The Clozet,side detail midi coat green,a171644,2020-01-08,2021-01-21,4days,O,Y,목요일,주중,01,379
287,Louis Vuitton,logo chain tote bag black,a1143948,2021-01-21,2021-01-21,4days,BA,Y,목요일,주중,01,0
288,Thom Browne,basic pattern sweat-shirts grey,a198621,2020-04-25,2021-01-21,4days,T,Y,목요일,주중,01,271
289,Miu Miu,bauletto vitello pink,a1106233,2020-06-27,2021-01-21,7days,BA,Y,목요일,주중,01,208
290,ACNE STUDIOS,basic pattern sweater navy,a1143946,2021-01-21,2021-01-21,7days,T,Y,목요일,주중,01,0
291,Burberry London,hoody belted coat black,a1130171,2020-11-12,2021-01-21,4days,O,Y,목요일,주중,01,70
292,Balenciaga,printing pattern t-shirts grey,a1130171,2020-11-12,2021-01-21,4days,T,Y,목요일,주중,01,70
293,Dior,monogram clutch beige,a1130171,2020-11-12,2021-01-21,4days,BA,Y,목요일,주중,01,70
294,Jill By Jill Stuart,balloon sleeve flare dress white,a1143670,2021-01-18,2021-01-21,7days,D,Y,목요일,주중,01,3
295,Cos,wave hem line dress white,a1143670,2021-01-18,2021-01-21,7days,D,Y,목요일,주중,01,3
296,Michaa,slit basic pattern H-Line shirt-dress white,a1143670,2021-01-18,2021-01-21,7days,D,Y,목요일,주중,01,3
297,Mojosphine,eight button belted dress red,a1143006,2021-01-14,2021-01-21,7days,D,Y,목요일,주중,01,7
298,Mulberry,lily bag brown multi,a1143945,2021-01-21,2021-01-21,4days,BA,N,목요일,주중,01,0
299,Saint Laurent,monogram mini universal bag black,a1143715,2021-01-18,2021-01-21,4days,BA,N,목요일,주중,01,3
300,Molliolli,pocket color block pattern fur-outer,a1140981,2021-01-03,2021-01-21,7days,O,Y,목요일,주중,01,18
301,Fendi,chain strap tote bag multi,a18567,2018-09-12,2021-01-21,7days,BA,Y,목요일,주중,01,862
302,JDC Lucky Chouette,button basic pattern jacket,a14083,2018-04-05,2021-01-21,7days,O,Y,목요일,주중,01,1022
303,Jacquemus,ribbon pointed rib sweater white,a1143917,2021-01-20,2021-01-20,4days,T,Y,수요일,주중,01,0
304,Saint Laurent,classic tote bag black,a11803,2017-07-02,2021-01-20,4days,BA,Y,수요일,주중,01,1298
305,Marni,bucket shoulder bag beige,a1123232,2020-10-08,2021-01-20,4days,BA,Y,수요일,주중,01,104
306,Prada,button basic pattern coat black,a1143909,2021-01-20,2021-01-20,4days,O,N,수요일,주중,01,0
307,DKNY,basic pattern H-Line dress black,a1136362,2020-12-10,2021-01-20,4days,D,Y,수요일,주중,01,41
308,Tory Burch,geometric pattern H-Line dress black,a1136362,2020-12-10,2021-01-20,4days,D,Y,수요일,주중,01,41
309,Gucci,marmont GG logo quilted bag black,a1142902,2021-01-14,2021-01-20,4days,BA,Y,수요일,주중,01,6
310,Prada,striped strap cross bag,a1131731,2020-11-19,2021-01-20,7days,BA,Y,수요일,주중,01,62
311,Louis Vuitton,boite chapeau souple cross bag,a185643,2020-03-01,2021-01-20,7days,BA,Y,수요일,주중,01,325
312,Saint Laurent,mini sunset chain bag black,a1129195,2020-11-07,2021-01-20,4days,BA,Y,수요일,주중,01,74
313,Dolce & Gabbana,slit basic pattern H-Line dress olive,a1138719,2020-12-20,2021-01-20,4days,D,N,수요일,주중,01,31
314,Burberry,belt long trench coat black,a115879,2019-02-15,2021-01-20,7days,O,Y,수요일,주중,01,705
315,Gucci,marmont gg logo quilted bag Black 2,a149897,2019-10-22,2021-01-20,7days,BA,Y,수요일,주중,01,456
316,Gucci,vintage web round cross bag black,a1138582,2020-12-20,2021-01-20,4days,BA,Y,수요일,주중,01,31
317,Jigott,button check pattern H-Line dress grey,a165117,2019-12-13,2021-01-20,7days,D,Y,수요일,주중,01,404
318,Thom Browne,pocket basic pattern blazer navy,a133972,2019-07-17,2021-01-20,4days,O,Y,수요일,주중,01,553
319,Polo Ralph Lauren,button check pattern A-Line dress,a1143195,2021-01-15,2021-01-20,4days,D,Y,수요일,주중,01,5
320,Burberry London,double button two tone trench coat,a1142294,2021-01-11,2021-01-20,7days,O,Y,수요일,주중,01,9
321,Gucci,dionysus cross bag beige,a1143698,2021-01-18,2021-01-20,4days,BA,Y,수요일,주중,01,2
322,Celine,button basic pattern doublebreasted-coat black,a1141474,2021-01-07,2021-01-20,7days,O,Y,수요일,주중,01,13
323,Dolce & Gabbana,peter pan collar coat black,a1142720,2021-01-13,2021-01-20,7days,O,Y,수요일,주중,01,7
324,Saint Laurent,chevron clutch black,a1135815,2020-12-08,2021-01-20,7days,BA,Y,수요일,주중,01,43
325,Gucci,dionysus shoulder bag beige,a1140850,2021-01-02,2021-01-20,7days,BA,Y,수요일,주중,01,18
326,Saint Laurent,chevron quilted cross bag black,a146902,2019-10-13,2021-01-20,4days,BA,Y,수요일,주중,01,465
327,Prada,pocket basic pattern padding-outer orange,a112000,2018-11-24,2021-01-19,4days,O,Y,화요일,주중,01,787
328,Mixed,long sleeve rib t-shirt & check pattern square neck dress,a1134915,2020-12-03,2021-01-19,7days,TP,N,화요일,주중,01,47
329,Chanel,classic logo chain shoulder bag white,a186888,2020-03-07,2021-01-19,4days,BA,Y,화요일,주중,01,318
330,Dolce & Gabbana,classic two way bag beige,a1121911,2020-09-30,2021-01-19,4days,BA,Y,화요일,주중,01,111
331,Thom Browne,button stripe pattern wool cardigan black,a1142421,2021-01-12,2021-01-19,7days,O,Y,화요일,주중,01,7
332,Saint Laurent,mini sunset chain bag black,a1140645,2020-12-31,2021-01-19,7days,BA,Y,화요일,주중,01,19
333,Isabel Marant,button basic pattern blouse ivory,a1143300,2021-01-15,2021-01-19,4days,T,Y,화요일,주중,01,4
334,Yves Saint Laurent,pocket check pattern sweater blue,a1143300,2021-01-15,2021-01-19,4days,T,Y,화요일,주중,01,4
335,Imvely,wide collar detail coat cream,a1142800,2021-01-13,2021-01-19,4days,O,Y,화요일,주중,01,6
336,Gucci,mammont chain wallet bag black,a1140550,2020-12-30,2021-01-19,4days,BA,Y,화요일,주중,01,20
337,Gucci,super mini sylvie white,a1140407,2020-12-29,2021-01-19,7days,BA,Y,화요일,주중,01,21
338,Saint Laurent,chevron quilted cross bag black,a1136719,2020-12-12,2021-01-19,4days,BA,Y,화요일,주중,01,38
339,Gucci,mixed pattern knit top multi,a1133796,2020-11-28,2021-01-19,4days,T,Y,화요일,주중,01,52
340,Gucci,basic pattern turtle neck sweater white,a1133796,2020-11-28,2021-01-19,4days,T,Y,화요일,주중,01,52
341,Mixed,cutout neck knit & color pleats belt skirt,a1141257,2021-01-05,2021-01-19,4days,TP,Y,화요일,주중,01,14
342,El estilo de Claire,X strap shirring dress black,a114327,2019-01-16,2021-01-19,4days,D,Y,화요일,주중,01,734
343,Maison Kitsune,embroidery animal print pattern wool sweat-shirts green,a183957,2020-02-21,2021-01-19,7days,T,Y,화요일,주중,01,333
344,Louis Vuitton,monogram clutch brown,a1138863,2020-12-21,2021-01-18,7days,BA,Y,월요일,주중,01,28
345,Gucci,sylvie mini chain ribbon bag red,a1133939,2020-11-28,2021-01-18,4days,BA,Y,월요일,주중,01,51
346,Michaa,slit basic pattern H-Line dress black,a1112419,2020-08-15,2021-01-18,4days,D,Y,월요일,주중,01,156
347,Gucci,ophidia small black,a1139870,2020-12-25,2021-01-18,4days,BA,Y,월요일,주중,01,24
348,Prada,quilted chain shoulder bag black,a152462,2019-10-30,2021-01-18,4days,BA,Y,월요일,주중,01,446
349,DELLEST,trunkino small bag green 1,a1141029,2021-01-04,2021-01-18,4days,BA,Y,월요일,주중,01,14
350,Chloe,marcie cross bag brown,a1143692,2021-01-18,2021-01-18,4days,BA,N,월요일,주중,01,0
351,Gucci,GG clutch chain bag,a1143683,2021-01-18,2021-01-18,4days,BA,Y,월요일,주중,01,0
352,Maison Margiela,basic pattern turtle neck top orange,a197498,2020-04-20,2021-01-18,4days,T,Y,월요일,주중,01,273
353,Vivienne Westwood,basic pattern wool sweater red,a197498,2020-04-20,2021-01-18,4days,T,Y,월요일,주중,01,273
354,Chloe,daria tote bag brown,a11612,2017-06-24,2021-01-18,7days,BA,Y,월요일,주중,01,1304
355,Vivienne Westwood,basic pattern t-shirts lavender,a1142677,2021-01-13,2021-01-18,4days,T,Y,월요일,주중,01,5
356,Greedilous,graphics pattern t-shirts yellow,a1142677,2021-01-13,2021-01-18,4days,T,Y,월요일,주중,01,5
357,System homme,pocket stripe pattern shirts pink,a1142677,2021-01-13,2021-01-18,4days,T,Y,월요일,주중,01,5
358,Covernat,button check pattern shirts mustard,a1142677,2021-01-13,2021-01-18,4days,T,Y,월요일,주중,01,5
359,Musinsa standard,button basic pattern shirts deeppink,a1142677,2021-01-13,2021-01-18,4days,T,Y,월요일,주중,01,5
360,Musinsa standard,button basic pattern polo-shirts beige,a1142677,2021-01-13,2021-01-18,4days,T,Y,월요일,주중,01,5
361,Lafudge Store,pocket basic pattern top beige,a1142677,2021-01-13,2021-01-18,4days,T,Y,월요일,주중,01,5
362,Calvin Klein,pocket basic pattern wool slacks grey,a1142677,2021-01-13,2021-01-18,4days,B,Y,월요일,주중,01,5
363,Massimo Dutti,pocket basic pattern shirts mint,a1142677,2021-01-13,2021-01-18,4days,T,Y,월요일,주중,01,5
364,Saint Laurent,chevron quilted cross bag black,a1142742,2021-01-13,2021-01-18,7days,BA,Y,월요일,주중,01,5
365,Burberry,pocket Quilting pattern padding-outer khaki,a128773,2019-06-11,2021-01-17,4days,O,Y,일요일,휴일,01,586
366,Mixed,El estilo de Claire - neoprene botanical print top_pleats fake leather skirt ash,a1107090,2020-07-03,2021-01-17,4days,TP,Y,일요일,휴일,01,198
367,Gucci,sylvie leather mini chain bag black,a1138389,2020-12-19,2021-01-17,7days,BA,Y,일요일,휴일,01,29
368,Reneevon,formal mood trimming dress multi,a1136274,2020-12-10,2021-01-17,7days,D,Y,일요일,휴일,01,38
369,Inusway,ruffle detail blouse skyblue,a1141277,2021-01-05,2021-01-17,4days,T,Y,일요일,휴일,01,12
370,Prada,check pattern lined vest,a160435,2019-12-03,2021-01-17,4days,T,Y,일요일,휴일,01,411
371,Mixed,frill detail knit & dot pattern skirt,a171081,2020-01-06,2021-01-17,7days,TP,Y,일요일,휴일,01,377
372,Thom Browne,button stripe pattern cashmere sweater grey,a1136372,2020-12-10,2021-01-16,4days,T,Y,토요일,휴일,01,37
373,Louis Vuitton,strap basic pattern coat black,a1137705,2020-12-18,2021-01-16,7days,O,Y,토요일,휴일,01,29
374,Time,basic pattern H-Line dress black,a1139715,2020-12-24,2021-01-16,4days,D,N,토요일,휴일,01,23
375,Prada,high neck robe jumper gray,a1112637,2020-08-16,2021-02-28,7days,O,Y,일요일,휴일,02,196
376,Louis Vuitton,unbalance detail zip-up jumper,a1112637,2020-08-16,2021-02-28,7days,O,Y,일요일,휴일,02,196
377,El estilo de Claire,see-through lace dress black,a1147589,2021-02-25,2021-02-28,7days,D,Y,일요일,휴일,02,3
378,Banana Republic,pocket basic pattern cardigan khaki,a1147589,2021-02-25,2021-02-28,7days,O,Y,일요일,휴일,02,3
379,Audrey Tailor,pocket basic pattern slacks navy,a1147589,2021-02-25,2021-02-28,7days,B,Y,일요일,휴일,02,3
380,Vanessa Bruno Athe,basic pattern A-Line dress grey,a1147580,2021-02-25,2021-02-28,4days,D,Y,일요일,휴일,02,3
381,Yves Saint Laurent,kate small monogram bag beige,a1147812,2021-02-28,2021-02-28,7days,BA,Y,일요일,휴일,02,0
382,Max Mara,shawl collar fur detail coat gray,a1147461,2021-02-24,2021-02-28,4days,O,Y,일요일,휴일,02,4
383,Vivienne Westwood Red Label,logo point crop sweater wine,a1116109,2020-08-23,2021-02-28,7days,T,N,일요일,휴일,02,189
384,Chanel,quilted shoulder bag black,a1147781,2021-02-28,2021-02-28,7days,BA,Y,일요일,휴일,02,0
385,Gucci,vintage web shoulder bag black,a1147714,2021-02-27,2021-02-27,7days,BA,Y,토요일,휴일,02,0
386,Louis Vuitton,epi tote bag black,a131784,2019-06-26,2021-02-27,7days,BA,Y,토요일,휴일,02,612
387,A BY A,gather color block pattern A-Line dress navy,a1146538,2021-02-16,2021-02-26,4days,D,Y,금요일,주중,02,10
388,Chanel,boy flab bag,a178999,2020-02-01,2021-02-26,7days,BA,Y,금요일,주중,02,391
389,Reneevon,lace flower pattern A-Line dress pink,a1147643,2021-02-26,2021-02-26,4days,D,Y,금요일,주중,02,0
390,Thom Browne,pocket basic pattern blazer navy,a1147623,2021-02-26,2021-02-26,4days,O,Y,금요일,주중,02,0
391,Isabel Marant Etoile,belt basic pattern trench-coat beige,a185282,2020-02-28,2021-02-26,4days,O,Y,금요일,주중,02,364
392,Burberry,printing lettering pattern singlebreasted-coat beige,a1147635,2021-02-26,2021-02-26,4days,O,Y,금요일,주중,02,0
393,Burberry,vintage check lettering bag,a1147629,2021-02-26,2021-02-26,4days,BA,Y,금요일,주중,02,0
394,Saint Laurent,chevron quilted cross bag black,a1147498,2021-02-25,2021-02-26,4days,BA,Y,금요일,주중,02,1
395,Celine,drop shoulder boxy coat,a187226,2020-03-08,2021-02-26,7days,O,Y,금요일,주중,02,355
396,Chanel,small logo quilted cross body bag black,a1147619,2021-02-26,2021-02-26,7days,BA,Y,금요일,주중,02,0
397,Louis Vuitton,epi tote bag black,a1147266,2021-02-23,2021-02-26,7days,BA,Y,금요일,주중,02,3
398,Akro,strap basic pattern trench-coat beige,a174601,2020-01-17,2021-02-26,4days,O,Y,금요일,주중,02,406
399,Baum Und Pferdgarten,ruffle basic pattern A-Line dress pink,a1146865,2021-02-18,2021-02-26,4days,D,Y,금요일,주중,02,8
400,Yves Saint Laurent,Y clutch black,a177508,2020-01-27,2021-02-26,4days,BA,Y,금요일,주중,02,396
401,Jill Stuart,button basic pattern coat grey,a177508,2020-01-27,2021-02-26,4days,O,Y,금요일,주중,02,396
402,Mojosphine,none collar one button coat,a159888,2019-11-30,2021-02-26,7days,O,Y,금요일,주중,02,454
403,Gucci,brooch check pattern H-Line dress ivory,a159888,2019-11-30,2021-02-26,7days,D,Y,금요일,주중,02,454
404,Fendi,pattern duffle coat brown,a1147591,2021-02-25,2021-02-26,7days,O,Y,금요일,주중,02,1
405,Gucci,monogram strap cross bag brown,a1147383,2021-02-24,2021-02-26,7days,BA,Y,금요일,주중,02,2
406,Mojosphine,button basic pattern H-Line dress navy,a1146892,2021-02-19,2021-02-26,4days,D,Y,금요일,주중,02,7
407,Prada,saffiano mini bag blue,a1147227,2021-02-22,2021-02-25,7days,BA,Y,목요일,주중,02,3
408,Balenciaga,motor city bag charcoal gray,a111344,2018-11-12,2021-02-25,4days,BA,Y,목요일,주중,02,836
409,Balmain,double button long coat white,a1147562,2021-02-25,2021-02-25,7days,O,Y,목요일,주중,02,0
410,Vivienne Westwood,check pattern ribbon detail shirts,a1147322,2021-02-23,2021-02-25,7days,O,Y,목요일,주중,02,2
411,Armani Collezioni,button geometric pattern singlebreasted-jacket grey,a1147568,2021-02-25,2021-02-25,7days,O,N,목요일,주중,02,0
412,Polo Ralph Lauren,embroidery basic pattern sweater purple,a1147551,2021-02-25,2021-02-25,4days,T,Y,목요일,주중,02,0
413,Prada,saffiano cross chain bag black,a1147510,2021-02-25,2021-02-25,7days,BA,Y,목요일,주중,02,0
414,Prada,shirring detail two way bag black,a122219,2019-05-08,2021-02-25,4days,BA,Y,목요일,주중,02,659
415,Gucci,marmont GG logo quilted bag black,a1144738,2021-01-28,2021-02-25,7days,BA,Y,목요일,주중,02,28
416,Gucci,GG clutch chain bag,a1147139,2021-02-22,2021-02-25,4days,BA,Y,목요일,주중,02,3
417,Play Nomore,micro candy bag white,a1147532,2021-02-25,2021-02-25,4days,BA,Y,목요일,주중,02,0
418,Saint Laurent,mini sunset chain bag black,a1147543,2021-02-25,2021-02-25,4days,BA,N,목요일,주중,02,0
419,Maje,belt basic pattern trench-coat khaki,a1145292,2021-02-03,2021-02-25,4days,O,Y,목요일,주중,02,22
420,Comme des Garcons,heart logo point stripe shirt,a1147257,2021-02-23,2021-02-25,4days,T,Y,목요일,주중,02,2
421,Saint Laurent,chevron quilted cross bag black,a1147518,2021-02-25,2021-02-25,4days,BA,Y,목요일,주중,02,0
422,Saint Laurent,chevron clutch black,a1147522,2021-02-25,2021-02-25,4days,BA,Y,목요일,주중,02,0
423,Gucci,dionysus shoulder bag beige,a1147450,2021-02-24,2021-02-25,4days,BA,Y,목요일,주중,02,1
424,Gucci,microssima emily shoulder bag black,a1147335,2021-02-23,2021-02-25,7days,BA,Y,목요일,주중,02,2
425,Heohwan Simulation,strap basic pattern coat black,a1147335,2021-02-23,2021-02-25,7days,O,Y,목요일,주중,02,2
426,Chanel,boy caviar quilted cluth black,a1147512,2021-02-25,2021-02-25,7days,BA,Y,목요일,주중,02,0
427,Saint Laurent,cassandre monogram clutch black,a1111449,2020-08-13,2021-02-25,4days,BA,N,목요일,주중,02,196
428,Yves Saint Laurent,pocket basic pattern skirt blue,a1147172,2021-02-22,2021-02-25,7days,B,N,목요일,주중,02,3
429,Kenzo,embroidery point top grey,a1123164,2020-10-08,2021-02-25,4days,T,Y,목요일,주중,02,140
430,Valentino,studded two way bag black,a1147471,2021-02-24,2021-02-25,7days,BA,Y,목요일,주중,02,1
431,Chloe,daria tote bag brown,a1147483,2021-02-25,2021-02-25,7days,BA,Y,목요일,주중,02,0
432,Gucci,GG marmont belt bag black,a1147477,2021-02-25,2021-02-25,4days,BA,Y,목요일,주중,02,0
433,Rimowa,topaz 53,a1147373,2021-02-24,2021-02-25,7days,BA,Y,목요일,주중,02,1
434,Calvin Klein,button basic pattern denim-jacket blue,a1147475,2021-02-24,2021-02-25,4days,O,Y,목요일,주중,02,1
435,Diane von Furstenberg,wrap sleeveless dress,a1146459,2021-02-15,2021-02-25,4days,D,Y,목요일,주중,02,10
436,Yves Saint Laurent,kate small monogram bag black,a1147203,2021-02-22,2021-02-24,4days,BA,Y,수요일,주중,02,2
437,Opening Ceremony,lettering pattern t-shirts black,a1143065,2021-01-14,2021-02-24,7days,T,Y,수요일,주중,02,41
438,Saint Laurent,chevron clutch black,a1106884,2020-07-01,2021-02-24,4days,BA,Y,수요일,주중,02,238
439,cecilie bahnsen,gather basic pattern A-Line dress white,a1146975,2021-02-20,2021-02-24,4days,D,Y,수요일,주중,02,4
440,Saint Laurent,monogram cross body bag black,a1147306,2021-02-23,2021-02-24,4days,BA,Y,수요일,주중,02,1
441,Mixed,stripe boat neck t-shirt & buckle suspender dress,a1147458,2021-02-24,2021-02-24,7days,TP,Y,수요일,주중,02,0
442,Mine,gather basic pattern A-Line dress pink,a1147455,2021-02-24,2021-02-24,4days,D,Y,수요일,주중,02,0
443,Prada,saffiano leather mini crossbody bag,a1147237,2021-02-23,2021-02-24,4days,BA,Y,수요일,주중,02,1
444,Olive des Olive,button check pattern A-Line dress brown,a1147211,2021-02-22,2021-02-24,4days,D,Y,수요일,주중,02,2
445,Yves Saint Laurent,chevron pattern chain bag beige,a1110928,2020-08-10,2021-02-24,4days,BA,Y,수요일,주중,02,198
446,Chanel,quilted chain shoulder bag black,a195790,2020-04-13,2021-02-24,4days,BA,Y,수요일,주중,02,317
447,Chanel,button basic pattern singlebreasted-jacket grey,a1147406,2021-02-24,2021-02-24,7days,O,N,수요일,주중,02,0
448,Gucci,small logo pointed cross bag black,a1147417,2021-02-24,2021-02-24,4days,BA,N,수요일,주중,02,0
449,Miu Miu,lace detail flared dress multi,a1146927,2021-02-19,2021-02-24,4days,D,N,수요일,주중,02,5
450,Gucci,padlock GG canvas chain bag 2,a1147112,2021-02-21,2021-02-24,7days,BA,Y,수요일,주중,02,3
451,Jil Sander,strap basic pattern coat navy,a1122824,2020-10-06,2021-02-24,7days,O,Y,수요일,주중,02,141
452,Mine,simple design long coat black,a1147394,2021-02-24,2021-02-24,4days,O,Y,수요일,주중,02,0
453,The Centaur,wappen pointed v-neck cardigan,a117741,2019-03-09,2021-02-24,4days,O,Y,수요일,주중,02,718
454,Leah,check pattern wrap coat blue,a117741,2019-03-09,2021-02-24,4days,O,Y,수요일,주중,02,718
455,Rosa.K,cabas monogram two way bag beige,a117741,2019-03-09,2021-02-24,4days,BA,Y,수요일,주중,02,718
456,Saint Laurent,chevron quilting cross bag cream,a1147388,2021-02-24,2021-02-24,7days,BA,Y,수요일,주중,02,0
457,Burberry,button Quilting pattern padding-outer beige,a1147391,2021-02-24,2021-02-24,7days,O,Y,수요일,주중,02,0
458,Thom Browne,basic pattern sweat-shirts grey,a1108814,2020-07-21,2021-02-24,4days,T,Y,수요일,주중,02,218
459,Burberry London,basic pattern polo-shirts cream,a1146654,2021-02-17,2021-02-24,4days,T,Y,수요일,주중,02,7
460,Burberry London,basic pattern sweater blue,a1146654,2021-02-17,2021-02-24,4days,T,Y,수요일,주중,02,7
461,Max Mara,pleats detail long shirts dress,a1146654,2021-02-17,2021-02-24,4days,D,Y,수요일,주중,02,7
462,Louis Vuitton,monogram clutch brown,a1147385,2021-02-24,2021-02-24,7days,BA,Y,수요일,주중,02,0
463,Gucci,sylvie leather mini chain bag black,a1144928,2021-01-30,2021-02-24,7days,BA,Y,수요일,주중,02,25
464,Chanel,classic clutch black,a157063,2019-11-19,2021-02-24,4days,BA,Y,수요일,주중,02,463
